assignmentid,stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang
11418,scene0008_00-lamp-3-25-16-31,It is the lamp closest to the two windows.,TRUE,80,534,scene0008_00,lamp,25,"['it', 'is', 'the', 'lamp', 'closest', 'to', 'the', 'two', 'windows']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
13254,scene0582_00-office_chair-2-27-26,"facing the window, right chair",TRUE,534,440,scene0582_00,office chair,27,"['facing', 'the', 'window', 'right', 'chair']",nr3d,FALSE,TRUE,TRUE,FALSE,FALSE
27320,scene0622_00-table-2-9-8,The round table.,TRUE,469,312,scene0622_00,table,9,"['the', 'round', 'table']",nr3d,TRUE,TRUE,FALSE,FALSE,FALSE
5719,scene0591_00-cabinet-3-30-4-31,the white cabinet in the middle of the room,TRUE,648,260,scene0591_00,cabinet,30,"['the', 'white', 'cabinet', 'in', 'the', 'middle', 'of', 'the', 'room']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
35468,scene0433_00-oven-2-2-19,the top oven next to the fridge,FALSE,668,617,scene0433_00,oven,2,"['the', 'top', 'oven', 'next', 'to', 'the', 'fridge']",nr3d,TRUE,TRUE,FALSE,FALSE,FALSE
18925,scene0101_00-sink-2-87-71,The sink closest to the shower,TRUE,66,570,scene0101_00,sink,87,"['the', 'sink', 'closest', 'to', 'the', 'shower']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
14873,scene0098_00-box-3-36-1-27,The box under the whiteboard,TRUE,596,220,scene0098_00,box,36,"['the', 'box', 'under', 'the', 'whiteboard']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
12716,scene0451_00-curtain-2-31-25,The long horizontal curtain.,TRUE,564,179,scene0451_00,curtain,31,"['the', 'long', 'horizontal', 'curtain']",nr3d,TRUE,TRUE,TRUE,FALSE,TRUE
18855,scene0268_00-towel-5-15-13-14-16-17,A white towel that is located above the toilet on second shelf all the way to the right,FALSE,107,451,scene0268_00,towel,15,"['a', 'white', 'towel', 'that', 'is', 'located', 'above', 'the', 'toilet', 'on', 'second', 'shelf', 'all', 'the', 'way', 'to', 'the', 'right']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
1313,scene0189_00-whiteboard-4-9-8-10-23,The third whiteboard upon facing them... or second to last.,TRUE,67,127,scene0189_00,whiteboard,9,"['the', 'third', 'whiteboard', 'upon', 'facing', 'them', 'or', 'second', 'to', 'last']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
2971,scene0422_00-trash_can-3-21-5-7,The trash can directly next to the chair.,TRUE,390,596,scene0422_00,trash can,21,"['the', 'trash', 'can', 'directly', 'next', 'to', 'the', 'chair']",nr3d,TRUE,TRUE,FALSE,FALSE,FALSE
39615,scene0058_00-monitor-5-29-1-30-36-37,"If you look toward the wall with many paintings and a calendar, the monitor is the one closest to you on the left.",TRUE,32,132,scene0058_00,monitor,29,"['if', 'you', 'look', 'toward', 'the', 'wall', 'with', 'many', 'paintings', 'and', 'a', 'calendar', 'the', 'monitor', 'is', 'the', 'one', 'closest', 'to', 'you', 'on', 'the', 'left']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
39177,scene0621_00-blackboard-2-17-16,click the blackboard with two tables infront,TRUE,307,111,scene0621_00,blackboard,17,"['click', 'the', 'blackboard', 'with', 'two', 'tables', 'infront']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
17785,scene0634_00-table-4-3-4-5-6,Only table with all four chairs pushed in.,TRUE,94,650,scene0634_00,table,3,"['only', 'table', 'with', 'all', 'four', 'chairs', 'pushed', 'in']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
12949,scene0226_00-plant-2-21-20,"Facing the two side by side chairs, it's the plant closest to the corner on the left.",TRUE,339,534,scene0226_00,plant,21,"['facing', 'the', 'two', 'side', 'by', 'side', 'chairs', 'it', 'is', 'the', 'plant', 'closest', 'to', 'the', 'corner', 'on', 'the', 'left']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
34801,scene0089_00-chair-4-6-5-21-22,The chair in front of the green chalkboard,TRUE,67,99,scene0089_00,chair,6,"['the', 'chair', 'in', 'front', 'of', 'the', 'green', 'chalkboard']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
28379,scene0465_00-box-3-47-44-45,The box is sitting on top of the table.,TRUE,114,706,scene0465_00,box,47,"['the', 'box', 'is', 'sitting', 'on', 'top', 'of', 'the', 'table']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
30446,scene0094_00-cabinet-2-5-20,Choose the window on the same wall as the sink.,TRUE,183,596,scene0094_00,cabinet,5,"['choose', 'the', 'window', 'on', 'the', 'same', 'wall', 'as', 'the', 'sink']",nr3d,FALSE,TRUE,TRUE,FALSE,FALSE
4018,scene0610_00-bottle-3-21-20-26,"An object that is on the east side of the toilet and on the right corner of the above the sink, but under the mirror.",FALSE,210,192,scene0610_00,bottle,21,"['an', 'object', 'that', 'is', 'on', 'the', 'east', 'side', 'of', 'the', 'toilet', 'and', 'on', 'the', 'right', 'corner', 'of', 'the', 'above', 'the', 'sink', 'but', 'under', 'the', 'mirror']",nr3d,FALSE,TRUE,TRUE,FALSE,FALSE
19665,scene0000_00-nightstand-2-49-50,This nightstand is closest to the desk.,TRUE,595,564,scene0000_00,nightstand,49,"['this', 'nightstand', 'is', 'closest', 'to', 'the', 'desk']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
34997,scene0604_00-pillow-3-30-13-14,"The pillow on the bed, in the corner of the room.",TRUE,196,475,scene0604_00,pillow,30,"['the', 'pillow', 'on', 'the', 'bed', 'in', 'the', 'corner', 'of', 'the', 'room']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
16445,scene0047_00-chair-3-11-12-18,chair closest to the fridge,TRUE,534,610,scene0047_00,chair,11,"['chair', 'closest', 'to', 'the', 'fridge']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
39954,scene0271_00-cabinet-2-1-19,"The tall thin cabinet in the corner nearest to the bed, furthest from the door.",TRUE,248,596,scene0271_00,cabinet,1,"['the', 'tall', 'thin', 'cabinet', 'in', 'the', 'corner', 'nearest', 'to', 'the', 'bed', 'farthest', 'from', 'the', 'door']",nr3d,TRUE,TRUE,TRUE,FALSE,TRUE
23079,scene0654_00-oven-2-18-8,"The correct oven is closer to the ground, it is under the other oven.",TRUE,411,596,scene0654_00,oven,18,"['the', 'correct', 'oven', 'is', 'closer', 'to', 'the', 'ground', 'it', 'is', 'under', 'the', 'other', 'oven']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
35093,scene0448_00-door-2-6-5,small door next to the sink,TRUE,94,656,scene0448_00,door,6,"['small', 'door', 'next', 'to', 'the', 'sink']",nr3d,TRUE,TRUE,FALSE,FALSE,TRUE
6675,scene0464_00-books-6-48-33-36-43-44-46,This book is the lowest book below the 3 other books.  It is the book closest to the stripey rug,TRUE,588,137,scene0464_00,books,48,"['this', 'book', 'is', 'the', 'lowest', 'book', 'below', 'the', 'three', 'other', 'books', 'it', 'is', 'the', 'book', 'closest', 'to', 'the', 'stripey', 'rug']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
2566,scene0560_00-nightstand-2-7-6,"If you are standing at the foot of the bed, you are looking for the nightstand on your left, the smaller on in the corner.",TRUE,196,390,scene0560_00,nightstand,7,"['if', 'you', 'are', 'standing', 'at', 'the', 'foot', 'of', 'the', 'bed', 'you', 'are', 'looking', 'for', 'the', 'nightstand', 'on', 'your', 'left', 'the', 'smaller', 'on', 'in', 'the', 'corner']",nr3d,TRUE,TRUE,TRUE,FALSE,TRUE
27027,scene0692_00-chair-5-5-3-4-7-8,"Find the wood chair that is on the side of the table closer to the carpet, but has a more narrow back.",TRUE,597,714,scene0692_00,chair,5,"['find', 'the', 'wood', 'chair', 'that', 'is', 'on', 'the', 'side', 'of', 'the', 'table', 'closer', 'to', 'the', 'carpet', 'but', 'has', 'a', 'more', 'narrow', 'back']",nr3d,TRUE,TRUE,TRUE,FALSE,TRUE
40528,scene0203_00-couch-3-3-2-26,couch that is multicolored pattern with two pillows,TRUE,127,412,scene0203_00,couch,3,"['couch', 'that', 'is', 'multicolored', 'pattern', 'with', 'two', 'pillows']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
22483,scene0643_00-chair-5-6-2-3-4-5,the chair  at the desk next to the grey trash can,FALSE,127,132,scene0643_00,chair,6,"['the', 'chair', 'at', 'the', 'desk', 'next', 'to', 'the', 'grey', 'trash', 'can']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
27511,scene0212_00-picture-2-12-11,This picture is hung on the wall near the windows,TRUE,572,444,scene0212_00,picture,12,"['this', 'picture', 'is', 'hung', 'on', 'the', 'wall', 'near', 'the', 'windows']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
24601,scene0676_00-towel-5-25-7-9-17-18,The tub has a towel in it.,TRUE,67,336,scene0676_00,towel,25,"['the', 'tub', 'has', 'a', 'towel', 'in', 'it']",nr3d,TRUE,TRUE,FALSE,FALSE,FALSE
11915,scene0059_00-microwave-2-28-25,The microwave that is on top of the white mini fridge.,TRUE,506,165,scene0059_00,microwave,28,"['the', 'microwave', 'that', 'is', 'on', 'top', 'of', 'the', 'white', 'mini', 'fridge']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
11177,scene0050_00-door-2-10-9,Two doors are on this wall pick the one nearer the piano,TRUE,175,16,scene0050_00,door,10,"['two', 'doors', 'are', 'on', 'this', 'wall', 'pick', 'the', 'one', 'nearer', 'the', 'piano']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
1373,scene0040_00-chair-3-34-45-59,The chair next to the blue recycle bin.,TRUE,374,353,scene0040_00,chair,34,"['the', 'chair', 'next', 'to', 'the', 'blue', 'recycle', 'bin']",nr3d,TRUE,TRUE,FALSE,TRUE,FALSE
24670,scene0181_00-window-3-16-31-42,This is the corner window behind the loveseat.,TRUE,353,564,scene0181_00,window,16,"['this', 'is', 'the', 'corner', 'window', 'behind', 'the', 'loveseat']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
27785,scene0251_00-trash_can-5-8-9-10-11-12,the trashcan closest to the long table,TRUE,570,56,scene0251_00,trash can,8,"['the', 'trashcan', 'closest', 'to', 'the', 'long', 'table']",nr3d,TRUE,TRUE,TRUE,FALSE,TRUE
5315,scene0288_00-kitchen_cabinet-2-24-25,There is a blue box in front of this narrow cabinet.,TRUE,353,596,scene0288_00,kitchen cabinet,24,"['there', 'is', 'a', 'blue', 'box', 'in', 'front', 'of', 'this', 'narrow', 'cabinet']",nr3d,FALSE,TRUE,TRUE,TRUE,TRUE
1182,scene0618_00-table-6-27-16-18-20-24-26,"The table in the corner where the green wall meets the white wall, on the wall where the doors are.",TRUE,196,132,scene0618_00,table,27,"['the', 'table', 'in', 'the', 'corner', 'where', 'the', 'green', 'wall', 'meets', 'the', 'white', 'wall', 'on', 'the', 'wall', 'where', 'the', 'doors', 'are']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
36188,scene0565_00-window-3-33-31-34,wndow next to the door above the grey shelf,TRUE,668,648,scene0565_00,window,33,"['window', 'next', 'to', 'the', 'door', 'above', 'the', 'grey', 'shelf']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
9995,scene0469_00-desk-2-14-12,Look at the furniture that is beneath the whiteboard.,TRUE,491,108,scene0469_00,desk,14,"['look', 'at', 'the', 'furniture', 'that', 'is', 'beneath', 'the', 'whiteboard']",nr3d,FALSE,TRUE,TRUE,FALSE,FALSE
2777,scene0005_00-table-2-9-10,Table that is not near the tv,TRUE,129,501,scene0005_00,table,9,"['table', 'that', 'is', 'not', 'near', 'the', 'tv']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
33525,scene0589_00-cabinet-2-8-30,the smaller dark cabinet,TRUE,220,356,scene0589_00,cabinet,8,"['the', 'smaller', 'dark', 'cabinet']",nr3d,TRUE,TRUE,FALSE,TRUE,TRUE
31894,scene0158_00-kitchen_cabinets-4-4-3-6-25,The cabinet next to the fridge.,TRUE,564,230,scene0158_00,kitchen cabinets,4,"['the', 'cabinet', 'next', 'to', 'the', 'fridge']",nr3d,FALSE,TRUE,FALSE,FALSE,FALSE
4167,scene0129_00-window-3-24-8-19,it is the window located next to the blackboard,TRUE,570,353,scene0129_00,window,24,"['it', 'is', 'the', 'window', 'located', 'next', 'to', 'the', 'blackboard']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
12155,scene0576_00-book-2-19-18,left side of bed when facing foot of bed,TRUE,155,441,scene0576_00,book,19,"['left', 'side', 'of', 'bed', 'when', 'facing', 'foot', 'of', 'bed']",nr3d,FALSE,TRUE,TRUE,FALSE,FALSE
33548,scene0647_00-couch-2-20-1,"When standing in the middle of the room facing the couches in the corner, the correct one is on the right and has a backpack beside it.",TRUE,411,617,scene0647_00,couch,20,"['when', 'standing', 'in', 'the', 'middle', 'of', 'the', 'room', 'facing', 'the', 'couches', 'in', 'the', 'corner', 'the', 'correct', 'one', 'is', 'on', 'the', 'right', 'and', 'has', 'a', 'backpack', 'beside', 'it']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
23506,scene0230_00-chair-3-4-5-6,Choose the brown wooden chair.,TRUE,183,706,scene0230_00,chair,4,"['choose', 'the', 'brown', 'wooden', 'chair']",nr3d,TRUE,TRUE,FALSE,TRUE,FALSE
16708,scene0345_00-plant-3-1-0-27,Facing the wall with the photographs on it select the plant that second to the left (the lower of the two),TRUE,254,660,scene0345_00,plant,1,"['facing', 'the', 'wall', 'with', 'the', 'photographs', 'on', 'it', 'select', 'the', 'plant', 'that', 'second', 'to', 'the', 'left', '(', 'the', 'lower', 'of', 'the', 'two', ')']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
12838,scene0435_00-trash_can-2-32-58,The trash can in the bathroom.,TRUE,181,648,scene0435_00,trash can,32,"['the', 'trash', 'can', 'in', 'the', 'bathroom']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
5537,scene0443_00-keyboard-2-17-29,The keyboard in the middle of the room,TRUE,570,661,scene0443_00,keyboard,17,"['the', 'keyboard', 'in', 'the', 'middle', 'of', 'the', 'room']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
11183,scene0225_00-trash_can-6-32-0-1-2-3-31,"Locate the four trash cans, select the 3rd trash can from the left",TRUE,187,558,scene0225_00,trash can,32,"['locate', 'the', 'four', 'trash', 'cans', 'select', 'the', 'third', 'trash', 'can', 'from', 'the', 'left']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
22987,scene0186_00-shelf-2-16-15,Shelves above the computer monitor.,FALSE,672,82,scene0186_00,shelf,16,"['shelves', 'above', 'the', 'computer', 'monitor']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
19966,scene0440_00-bed-2-11-10,The bed furthest from the door.,TRUE,501,30,scene0440_00,bed,11,"['the', 'bed', 'farthest', 'from', 'the', 'door']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
40599,scene0254_00-sink-4-3-4-5-6,The sink furthest away from opening,TRUE,694,429,scene0254_00,sink,3,"['the', 'sink', 'farthest', 'away', 'from', 'opening']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
1482,scene0625_00-soap_dish-2-5-6,Soap dish closest to the metal handle bar in the shower.,TRUE,330,646,scene0625_00,soap dish,5,"['soap', 'dish', 'closest', 'to', 'the', 'metal', 'handle', 'bar', 'in', 'the', 'shower']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
30261,scene0594_00-coffee_table-3-1-4-8,in front of the door,FALSE,627,497,scene0594_00,coffee table,1,"['in', 'front', 'of', 'the', 'door']",nr3d,FALSE,TRUE,TRUE,FALSE,FALSE
31161,scene0474_00-keyboard-2-31-20,Keyboard directly in front of the man sitting in the chair.,TRUE,330,180,scene0474_00,keyboard,31,"['keyboard', 'directly', 'in', 'front', 'of', 'the', 'man', 'sitting', 'in', 'the', 'chair']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
22081,scene0301_00-plant-3-22-5-6,The plant closest to the ball on the floor,TRUE,570,591,scene0301_00,plant,22,"['the', 'plant', 'closest', 'to', 'the', 'ball', 'on', 'the', 'floor']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
27437,scene0147_00-pillow-5-21-1-2-3-26,when looking at the bed the pillow is the farthest on the right,TRUE,127,662,scene0147_00,pillow,21,"['when', 'looking', 'at', 'the', 'bed', 'the', 'pillow', 'is', 'the', 'farthest', 'on', 'the', 'right']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
19123,scene0442_00-armchair-5-3-2-4-6-7,When facing the tables edges without chairs -  the chair on the far right.,TRUE,501,9,scene0442_00,armchair,3,"['when', 'facing', 'the', 'tables', 'edges', 'without', 'chairs', 'the', 'chair', 'on', 'the', 'far', 'right']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
8312,scene0096_00-mirror-2-43-34,"It is the mirror by the front door, not the mirror in the bathroom.",TRUE,56,412,scene0096_00,mirror,43,"['it', 'is', 'the', 'mirror', 'by', 'the', 'front', 'door', 'not', 'the', 'mirror', 'in', 'the', 'bathroom']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
23722,scene0695_00-box-2-0-22,pick the box beside the bed,TRUE,175,7,scene0695_00,box,0,"['pick', 'the', 'box', 'beside', 'the', 'bed']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
31341,scene0320_00-chair-2-17-29,Black rolling armchair that is in front of a light wood desk that is sticking out in the hallway. The chair is not tucked into the desk and is out and facing towards the hallway,TRUE,97,94,scene0320_00,chair,17,"['black', 'rolling', 'armchair', 'that', 'is', 'in', 'front', 'of', 'a', 'light', 'wood', 'desk', 'that', 'is', 'sticking', 'out', 'in', 'the', 'hallway', 'the', 'chair', 'is', 'not', 'tucked', 'into', 'the', 'desk', 'and', 'is', 'out', 'and', 'facing', 'towards', 'the', 'hallway']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
12101,scene0627_00-picture-6-43-24-25-38-39-40,Pciture near the cabinet,TRUE,129,390,scene0627_00,picture,43,"['picture', 'near', 'the', 'cabinet']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
12100,scene0616_00-table-2-4-5,Pick the round table without the lamp on it.,TRUE,544,137,scene0616_00,table,4,"['pick', 'the', 'round', 'table', 'without', 'the', 'lamp', 'on', 'it']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
10151,scene0116_00-towel-5-4-7-15-16-18,towel draped over the side of the bath,TRUE,401,127,scene0116_00,towel,4,"['towel', 'draped', 'over', 'the', 'side', 'of', 'the', 'bath']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
14169,scene0361_00-lamp-4-7-4-5-6,"Facing the windows, it's the lamp on the left that is closest to the windows.",TRUE,181,702,scene0361_00,lamp,7,"['facing', 'the', 'windows', 'it', 'is', 'the', 'lamp', 'on', 'the', 'left', 'that', 'is', 'closest', 'to', 'the', 'windows']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
5317,scene0255_00-cabinet-6-2-0-1-15-17-18,"Facing the door, the cabinet in the lower left upper corner.",TRUE,564,321,scene0255_00,cabinet,2,"['facing', 'the', 'door', 'the', 'cabinet', 'in', 'the', 'lower', 'left', 'upper', 'corner']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
1448,scene0276_00-kitchen_cabinets-2-35-5,Stand so you are facing the stove.  Select the set of cabinets above the stove.,TRUE,236,501,scene0276_00,kitchen cabinets,35,"['stand', 'so', 'you', 'are', 'facing', 'the', 'stove', 'select', 'the', 'set', 'of', 'cabinets', 'above', 'the', 'stove']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
26644,scene0033_00-coffee_table-4-12-11-13-14,The round table  in front of the two orange chairs,FALSE,702,232,scene0033_00,coffee table,12,"['the', 'round', 'table', 'in', 'front', 'of', 'the', 'two', 'orange', 'chairs']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
36661,scene0598_00-mouse-2-16-17,Mouse near the centre of the long white desk,TRUE,401,132,scene0598_00,mouse,16,"['mouse', 'near', 'the', 'centre', 'of', 'the', 'long', 'white', 'desk']",nr3d,TRUE,TRUE,TRUE,TRUE,TRUE
17527,scene0598_00-chair-6-10-7-8-9-11-12,The chair under the white desk close to the bookcase,TRUE,596,56,scene0598_00,chair,10,"['the', 'chair', 'under', 'the', 'white', 'desk', 'close', 'to', 'the', 'bookcase']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
22685,scene0147_00-dresser-2-6-5,"taller dresser, almost nothing on top",TRUE,534,127,scene0147_00,dresser,6,"['taller', 'dresser', 'almost', 'nothing', 'on', 'top']",nr3d,TRUE,TRUE,TRUE,FALSE,TRUE
21240,scene0426_00-pillow-3-22-0-23,The brown pillow on the unmade bed next to the window.,TRUE,390,188,scene0426_00,pillow,22,"['the', 'brown', 'pillow', 'on', 'the', 'unmade', 'bed', 'next', 'to', 'the', 'window']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
19932,scene0537_00-chair-4-8-9-10-12,the chair closest to the couch,TRUE,570,21,scene0537_00,chair,8,"['the', 'chair', 'closest', 'to', 'the', 'couch']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
12020,scene0178_00-lamp-5-9-8-10-18-19,The lamp next to the chair by the window.,TRUE,390,192,scene0178_00,lamp,9,"['the', 'lamp', 'next', 'to', 'the', 'chair', 'by', 'the', 'window']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
24395,scene0203_00-window-3-13-8-12,Choose the long window next to the tall bookshelves.,TRUE,356,280,scene0203_00,window,13,"['choose', 'the', 'long', 'window', 'next', 'to', 'the', 'tall', 'bookshelves']",nr3d,TRUE,TRUE,TRUE,FALSE,TRUE
6378,scene0286_00-nightstand-2-10-15,"when facing the bed, it is the nightstand on the left-hand side",TRUE,570,645,scene0286_00,nightstand,10,"['when', 'facing', 'the', 'bed', 'it', 'is', 'the', 'nightstand', 'on', 'the', 'left', 'hand', 'side']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
26537,scene0288_00-kitchen_cabinets-3-20-6-26,kitchen counter  with four burner electric stove,TRUE,91,190,scene0288_00,kitchen cabinets,20,"['kitchen', 'counter', 'with', 'four', 'burner', 'electric', 'stove']",nr3d,FALSE,TRUE,FALSE,FALSE,FALSE
13863,scene0607_00-chair-6-9-6-7-8-10-11,"from the sink, the front row of chairs, the leftmost",FALSE,648,610,scene0607_00,chair,9,"['from', 'the', 'sink', 'the', 'front', 'row', 'of', 'chairs', 'the', 'leftmost']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
40880,scene0152_00-plant-5-12-11-13-27-30,The plant closest to the table with four chairs,TRUE,67,617,scene0152_00,plant,12,"['the', 'plant', 'closest', 'to', 'the', 'table', 'with', 'four', 'chairs']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
6298,scene0450_00-chair-3-3-1-2,The chair on the right side closest to the lamp,FALSE,570,471,scene0450_00,chair,3,"['the', 'chair', 'on', 'the', 'right', 'side', 'closest', 'to', 'the', 'lamp']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
24483,scene0517_00-books-2-48-49,The book is immediately to the right of the red trash can that is to the right of the brown dresser.,TRUE,75,447,scene0517_00,books,48,"['the', 'book', 'is', 'immediately', 'to', 'the', 'right', 'of', 'the', 'red', 'trash', 'can', 'that', 'is', 'to', 'the', 'right', 'of', 'the', 'brown', 'dresser']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
6988,scene0331_00-dresser-2-27-63,The dresser farthest from the window.,TRUE,564,321,scene0331_00,dresser,27,"['the', 'dresser', 'farthest', 'from', 'the', 'window']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
8049,scene0244_00-chair-4-15-16-17-18,"Facing row of chairs along wall, it's furthest left, by blue wall.",TRUE,353,401,scene0244_00,chair,15,"['facing', 'row', 'of', 'chairs', 'along', 'wall', 'it', 'is', 'farthest', 'left', 'by', 'blue', 'wall']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
39341,scene0340_00-lamp-3-31-28-39,It is the lamp in the middle of the curtains.,TRUE,56,589,scene0340_00,lamp,31,"['it', 'is', 'the', 'lamp', 'in', 'the', 'middle', 'of', 'the', 'curtains']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
14345,scene0309_00-plant-3-11-12-43,The tall plant in the middle.,TRUE,469,353,scene0309_00,plant,11,"['the', 'tall', 'plant', 'in', 'the', 'middle']",nr3d,TRUE,TRUE,TRUE,FALSE,TRUE
34380,scene0644_00-table-2-26-25,"If you stand at the door, facing the windows, it is the table on the left.",TRUE,56,375,scene0644_00,table,26,"['if', 'you', 'stand', 'at', 'the', 'door', 'facing', 'the', 'windows', 'it', 'is', 'the', 'table', 'on', 'the', 'left']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
32971,scene0623_00-chair-2-24-22,The chair that is under the desk,TRUE,652,132,scene0623_00,chair,24,"['the', 'chair', 'that', 'is', 'under', 'the', 'desk']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
39685,scene0352_00-pillow-2-17-16,The pillow leaning on the arm of the couch,TRUE,47,310,scene0352_00,pillow,17,"['the', 'pillow', 'leaning', 'on', 'the', 'arm', 'of', 'the', 'couch']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
15781,scene0095_00-keyboard-6-29-22-23-25-26-28,"when facing all of the four monitors beside each other, it is the monitor on the very right hand side",TRUE,570,635,scene0095_00,keyboard,29,"['when', 'facing', 'all', 'of', 'the', 'four', 'monitors', 'beside', 'each', 'other', 'it', 'is', 'the', 'monitor', 'on', 'the', 'very', 'right', 'hand', 'side']",nr3d,FALSE,TRUE,TRUE,FALSE,FALSE
1931,scene0085_00-pillow-2-30-28,the pillow on the bed that has clothing on it,TRUE,648,85,scene0085_00,pillow,30,"['the', 'pillow', 'on', 'the', 'bed', 'that', 'has', 'clothing', 'on', 'it']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
36732,scene0026_00-sink-2-14-15,"You are looking for a white sink, it's on the opposite side of the two toilets, it's also next the heater on the wall, also the sink that is least visible.",TRUE,223,494,scene0026_00,sink,14,"['you', 'are', 'looking', 'for', 'a', 'white', 'sink', 'it', 'is', 'on', 'the', 'opposite', 'side', 'of', 'the', 'two', 'toilets', 'it', 'is', 'also', 'next', 'the', 'heater', 'on', 'the', 'wall', 'also', 'the', 'sink', 'that', 'is', 'least', 'visible']",nr3d,TRUE,TRUE,TRUE,TRUE,FALSE
6019,scene0155_00-lamp-4-9-6-7-8,the lamp closest to the wall and desks that heave a shelf on them,FALSE,289,702,scene0155_00,lamp,9,"['the', 'lamp', 'closest', 'to', 'the', 'wall', 'and', 'desks', 'that', 'heave', 'a', 'shelf', 'on', 'them']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
34611,scene0645_00-lamp-3-34-12-33,The taller lamp above a chair.,FALSE,192,132,scene0645_00,lamp,34,"['the', 'taller', 'lamp', 'above', 'a', 'chair']",nr3d,TRUE,TRUE,TRUE,FALSE,TRUE
33335,scene0634_00-table-4-6-3-4-5,"Sitting at the chair in the center of the room, window to the right, you want the back left table",TRUE,67,471,scene0634_00,table,6,"['sitting', 'at', 'the', 'chair', 'in', 'the', 'center', 'of', 'the', 'room', 'window', 'to', 'the', 'right', 'you', 'want', 'the', 'back', 'left', 'table']",nr3d,TRUE,TRUE,TRUE,FALSE,FALSE
